A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,L1,L2,L3,L4,L5,L6,L7
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.82887,0.69403,0.33273,0.31129,0.14059,0.22741,0.27376,0.05568,6,1,6,5,3,2,4
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.81959,0.6791,0.19639,0.28533,0.10069,0.15938,0.26139,0.03576,4,1,2,5,3,3,5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.74742,0.71194,0.0,0.05293,0.09122,0.03405,0.03481,0.00416,1,3,3,2,3,3,3
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.78763,0.76866,0.08745,0.24254,0.04446,0.03965,0.07439,0.06727,2,4,4,4,1,3,4
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.81649,0.63433,0.02776,0.14138,0.21414,0.00751,0.04868,0.0172,1,3,3,2,3,3,3
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.78557,0.70149,0.02824,0.12448,0.01455,0.00933,0.02264,0.01318,1,2,6,3,6,5,4
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.79897,0.79851,0.03959,0.32778,0.06186,0.02449,0.07726,0.02825,3,4,4,4,2,1,4
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7299,0.62687,0.02414,0.1296,0.02848,0.00933,0.02434,0.00611,1,3,3,2,3,3,3
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7134,0.82836,0.02324,0.05194,0.02254,0.01166,0.0,0.02227,1,3,5,5,2,4,2
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.83505,0.73134,0.03663,0.06018,0.02415,0.05364,0.08143,0.0077,2,4,1,4,4,4,3
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.74227,0.84328,0.02291,0.01896,0.14434,0.03032,0.034,0.0,1,3,2,4,4,4,4
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.88763,0.75373,0.00899,0.05466,0.01311,0.00751,0.01253,0.01177,1,2,3,3,3,3,3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.84742,0.70896,0.00587,0.0554,0.01059,0.00933,0.01096,0.00724,1,2,3,3,3,3,3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.87938,0.78358,0.00766,0.06249,0.01111,0.00956,0.0,0.03621,1,2,3,3,3,3,3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.86598,0.74627,0.00897,0.07139,0.03182,0.01353,0.02685,0.02589,2,3,1,4,4,4,4
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.83505,0.81343,0.02313,0.06801,0.044,0.04665,0.1038,0.0,2,1,3,4,4,4,4
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.83711,0.76119,0.01945,0.05763,0.03602,0.06539,0.08887,0.01992,1,4,3,5,4,2,5
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.86907,0.80597,0.09104,0.51319,0.1438,0.2414,0.0,0.4108,5,2,4,6,2,1,3
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89691,0.87313,0.05483,0.31039,0.09814,0.08863,0.14855,0.15391,3,1,3,3,2,2,3
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.83505,0.61194,0.06779,0.23124,0.04588,0.11312,0.15772,0.12657,4,1,3,4,2,4,4
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.86082,0.82836,0.05762,0.25886,0.08177,0.09563,0.17658,0.15804,4,1,5,6,2,3,6
